Product,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_log,Price_winsorized,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,Company_Apple,Company_Asus,Company_Dell,Company_HP,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Samsung,Company_Toshiba,Company_Company_Asus,Company_Company_Dell,Company_Company_HP,Company_Company_Lenovo,Company_Company_MSI,Company_Company_Mediacom,Company_Company_Samsung,Company_Company_Toshiba
Inspiron 3567,0.40387314748575176,-0.8714580140345822,Windows 10,0.2384011431145404,-1.0023253172542517,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.6015716176167848,Core i3 6006U,-0.5159292888970851,-0.42344896001431154,SSD,No,AMD,Radeon R5 M430,-0.13340218952297897,-1.0023253172542517,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"MacBook 12""",-2.115531238161981,-0.08649936486885113,macOS,-1.6750925152877107,0.2510429754492373,Standard,0.8191298463200479,1.2901023492312969,No,Yes,Yes,Intel,-2.1899823087095123,Core M m3,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,HD Graphics 615,0.2239775837718157,0.2510429754492373,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MacBook Pro,-1.2057463211225212,-0.08649936486885113,macOS,-1.0023799010056689,0.6715410608140029,Standard,1.3382388580527615,1.8539341112975405,No,Yes,Yes,Intel,-0.0059176084570124,Core i5,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,Iris Plus Graphics 640,0.5137459918254745,0.6715410608140029,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inspiron 3567,0.40387314748575176,-0.08649936486885113,Windows 10,0.2384011431145404,-0.5983253999859758,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.788287737089352,Core i7 7500U,-0.5159292888970851,-0.42344896001431154,SSD,No,AMD,Radeon R5 M430,-0.9121129708482818,-0.5983253999859758,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MacBook Pro,0.26390623717198936,1.483417933462611,macOS,-0.3147181175173602,2.198975936971123,Standard,1.9871251227186533,2.558723813880344,No,Yes,Yes,Intel,1.1853904098625332,Core i7,0.1846836246326558,-0.42344896001431154,SSD,No,AMD,Radeon Pro 560,1.1628307388919263,2.198975936971123,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IdeaPad 320-15IKB,0.40387314748575176,-0.08649936486885113,No OS,0.2384011431145404,-1.0021611563776696,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.1926337279295786,Core i3 7100U,1.5859094516921386,-0.42344896001431154,HDD,No,Nvidia,GeForce 940MX,-0.13340218952297897,-1.0021611563776696,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
XPS 13,-1.2057463211225212,-0.08649936486885113,Windows 10,-1.226617439099683,-0.2141889487841205,Full HD,0.04046632872097773,0.021480884582249147,Yes,Yes,No,Intel,-1.3957769631631485,Core i5 8250U,-0.8662357456619557,-0.42344896001431154,SSD,No,Intel,UHD Graphics 620,-0.24103890830703956,-0.2141889487841205,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Vivobook E200HA,-2.3954650587895068,-1.263937338617448,Windows 10,-1.585397500050105,-1.292742324015449,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,-1.7134591013816942,Atom x5-Z8350,-1.1289655882356089,-0.42344896001431154,Flash Storage,No,Intel,HD Graphics 400,-0.13340218952297897,-1.292742324015449,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Legion Y520-15IKBN,0.40387314748575176,-0.08649936486885113,Windows 10,0.6868762193025677,-0.1813567734677227,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,0.3911850643161697,Core i5 7300HQ,-0.8662357456619557,2.0392883007510085,SSD,HDD,Nvidia,GeForce GTX 1050,-0.20010691087910015,-0.1813567734677227,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
255 G6,0.40387314748575176,-0.8714580140345822,No OS,-0.2698706098985574,-1.292742324015449,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,AMD,-1.5943282995497396,E-Series E2-9000e,0.1518423943109492,-0.42344896001431154,HDD,No,AMD,Radeon R2,-0.13340218952297897,-1.292742324015449,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Inspiron 5379,-1.2057463211225212,-0.08649936486885113,Windows 10,-0.6286506708489796,-0.4768463513153036,Full HD,0.04046632872097773,0.021480884582249147,Yes,No,No,Intel,-1.3957769631631485,Core i5 8250U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,UHD Graphics 620,-0.6478800747271487,-0.4768463513153036,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),0.40387314748575176,-0.08649936486885113,Windows 10,-0.1951247638672197,-0.7395037538464867,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,HD Graphics 620,-1.3451668280518008,-0.7395037538464867,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Inspiron 3567,0.40387314748575176,-0.8714580140345822,Windows 10,0.3878928351772158,-1.1340808367989563,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,-0.6015716176167848,Core i3 6006U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 520,-0.13340218952297897,-1.1340808367989563,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MacBook Air,-1.2057463211225212,-0.08649936486885113,Mac OS X,-1.0322782394182044,-0.0171958968857333,Standard,-0.93286306827786,-0.6128298477422744,No,No,No,Intel,-1.3957769631631485,Core i5,-0.8662357456619557,-0.42344896001431154,Flash Storage,No,Intel,HD Graphics 6000,-0.017345463420886678,-0.0171958968857333,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inspiron 5570,0.40387314748575176,-0.08649936486885113,Windows 10,0.2384011431145404,-0.5080369178658817,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-1.3957769631631485,Core i5 8250U,-0.5159292888970851,-0.42344896001431154,SSD,No,AMD,Radeon 530,-0.7093516016179615,-0.5080369178658817,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Latitude 5590,0.40387314748575176,-0.08649936486885113,Windows 10,-0.2399722714860225,0.3094842475124253,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.800122954003376,Core i7 8650U,-0.5159292888970851,0.19223535517701784,SSD,SSD,Intel,UHD Graphics 620,0.2696333555022299,0.3094842475124253,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ProBook 470,1.5935918851527375,-0.08649936486885113,Windows 10,0.6868762193025677,-0.3504424763471717,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-1.3957769631631485,Core i5 8250U,1.5859094516921386,-0.42344896001431154,HDD,No,Nvidia,GeForce 930MX,-0.4314638807380614,-0.3504424763471717,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
"LapBook 15.6""",0.40387314748575176,-0.8714580140345822,Windows 10,-0.2250231022797549,-1.292742324015449,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-1.7134591013816942,Atom x5-Z8300,-1.0413889740443911,-0.42344896001431154,Flash Storage,No,Intel,HD Graphics,-0.13340218952297897,-1.292742324015449,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E402WA-GA010T (E2-6110/2GB/32GB/W10),-0.7158621350243515,-1.263937338617448,Windows 10,-0.5838031632301771,-1.292742324015449,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,AMD,-1.5943282995497396,E-Series E2-6110,-1.1289655882356089,-0.42344896001431154,Flash Storage,No,AMD,Radeon R2,-0.13340218952297897,-1.292742324015449,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17-ak001nv (A6-9220/4GB/500GB/Radeon,1.5935918851527375,-0.8714580140345822,Windows 10,1.000808772634187,-1.1006576823268632,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,AMD,0.3911850643161697,A6-Series 9220,0.1518423943109492,-0.42344896001431154,HDD,No,AMD,Radeon 530,-0.13340218952297897,-1.1006576823268632,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
XPS 13,-1.2057463211225212,1.483417933462611,Windows 10,-1.2565157775122182,1.2468428527955846,Quad HD+,2.636011387384545,2.558723813880344,Yes,No,No,Intel,-0.9986742903899664,Core i7 8550U,0.1846836246326558,-0.42344896001431154,SSD,No,Intel,UHD Graphics 620,0.8095260543069613,1.2468428527955846,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MacBook Air,-1.2057463211225212,-0.08649936486885113,Mac OS X,-1.0322782394182044,-0.1829983822335426,Standard,-0.93286306827786,-0.6128298477422744,No,No,No,Intel,-1.3957769631631485,Core i5,-0.5159292888970851,-0.42344896001431154,Flash Storage,No,Intel,HD Graphics 6000,-0.2021142039937918,-0.1829983822335426,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IdeaPad 120S-14IAP,-0.7158621350243515,-0.8714580140345822,Windows 10,-0.8977357165617964,-1.292742324015449,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,-2.388533645096103,Celeron Dual Core N3350,-1.0413889740443911,-0.42344896001431154,Flash Storage,No,Intel,HD Graphics 500,-0.13340218952297897,-1.292742324015449,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Aspire 3,0.40387314748575176,-0.8714580140345822,Linux,0.0889094510518644,-1.2188535134658955,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,0.788287737089352,Core i3 7130U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 620,-0.13340218952297897,-1.2188535134658955,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Inspiron 5770,1.5935918851527375,-0.08649936486885113,Windows 10,1.135351295490595,-0.2141889487841205,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,-1.3957769631631485,Core i5 8250U,-0.8662357456619557,2.0392883007510085,SSD,HDD,AMD,Radeon 530,-0.24103890830703956,-0.2141889487841205,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
250 G6,0.40387314748575176,-0.8714580140345822,Windows 10,-0.2698706098985574,-1.0190861427532727,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,0.3911850643161697,Core i5 7200U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 620,-0.13340218952297897,-1.0190861427532727,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
ProBook 450,0.40387314748575176,-0.08649936486885113,Windows 10,0.0889094510518644,-0.3783498253661099,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-1.3957769631631485,Core i5 8250U,-0.5159292888970851,-0.42344896001431154,SSD,No,Nvidia,GeForce 930MX ,-0.4753777646632748,-0.3783498253661099,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),0.40387314748575176,-0.8714580140345822,Linux,-0.0605822410108112,-1.182738120617858,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.6015716176167848,Core i3 6006U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 620,-0.13340218952297897,-1.182738120617858,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Inspiron 7577,0.40387314748575176,1.483417933462611,Windows 10,0.9111137573965812,0.639447609442224,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,0.986839073475942,Core i7 7700HQ,-0.5159292888970851,2.0392883007510085,SSD,HDD,Nvidia,GeForce GTX 1060,0.4943593615874885,0.639447609442224,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,0.40387314748575176,-0.08649936486885113,Linux,0.3878928351772158,-0.9627789620856504,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,0.3911850643161697,Core i5 7200U,1.5859094516921386,-0.42344896001431154,HDD,No,Nvidia,GeForce 940MX,-3.290881142225897,-0.9627789620856504,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Aspire A515-51G,0.40387314748575176,-0.8714580140345822,Windows 10,0.2384011431145404,-0.7017467522326291,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,-1.3957769631631485,Core i5 8250U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,UHD Graphics 620,-1.2098123286505895,-0.7017467522326291,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Inspiron 7773,1.5935918851527375,0.69845928429688,Windows 10,1.0905037878717927,-0.1813567734677227,Full HD,0.04046632872097773,0.021480884582249147,Yes,No,No,Intel,-1.3957769631631485,Core i5 8250U,1.5859094516921386,-0.42344896001431154,HDD,No,Nvidia,GeForce 150MX,-0.20010691087910015,-0.1813567734677227,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MacBook Pro,-1.2057463211225212,-0.08649936486885113,macOS,-1.0023799010056689,0.5081189081766325,Standard,1.3382388580527615,1.8539341112975405,No,Yes,Yes,Intel,-0.6015716176167848,Core i5,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,Iris Graphics 540,0.4108631180531585,0.5081189081766325,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IdeaPad 320-15ISK,0.40387314748575176,-0.8714580140345822,No OS,0.2384011431145404,-1.2155702959342558,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,-0.6015716176167848,Core i3 6006U,-0.8662357456619557,-0.42344896001431154,SSD,No,Intel,HD Graphics 520,-0.13340218952297897,-1.2155702959342558,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Rog Strix,1.5935918851527375,-0.08649936486885113,Windows 10,1.733318063741299,0.3111258562782453,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,AMD,1.383941746249124,Ryzen 1700,-0.5159292888970851,2.0392883007510085,SSD,HDD,AMD,Radeon RX 580,0.2708862003860763,0.3111258562782453,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Inspiron 3567,0.40387314748575176,-0.8714580140345822,Windows 10,0.3878928351772158,-0.7723359291628845,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.3911850643161697,Core i5 7200U,-0.5159292888970851,-0.42344896001431154,SSD,No,AMD,Radeon R5 M430,-1.4798841100312135,-0.7723359291628845,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
X751NV-TY001T (N4200/4GB/1TB/GeForce,1.5935918851527375,-0.8714580140345822,Windows 10,1.135351295490595,-1.0563342456497262,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,-2.388533645096103,Pentium Quad Core N4200,1.5859094516921386,-0.42344896001431154,HDD,No,Nvidia,GeForce 920MX,-0.13340218952297897,-1.0563342456497262,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Yoga Book,-3.445216886142729,-0.8714580140345822,Android,-2.0189234070318656,-1.292742324015449,Standard,0.04046632872097773,0.44435470613193173,Yes,Yes,No,Intel,-1.7134591013816942,Atom x5-Z8550,-1.0413889740443911,-0.42344896001431154,Flash Storage,No,Intel,HD Graphics 400,-0.13340218952297897,-1.292742324015449,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Aspire A515-51G,0.40387314748575176,-0.08649936486885113,Windows 10,0.2384011431145404,-0.4407309584672659,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,-0.9986742903899664,Core i7 8550U,-0.5159292888970851,-0.42344896001431154,SSD,No,Nvidia,GeForce MX150,-0.5811246308540524,-0.4407309584672659,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
255 G6,0.40387314748575176,-0.8714580140345822,Windows 10,-0.2698706098985574,-1.167159253430227,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,AMD,0.3911850643161697,A6-Series 9220,-0.5159292888970851,-0.42344896001431154,SSD,No,AMD,Radeon R4 Graphics,-0.13340218952297897,-1.167159253430227,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
ProBook 430,-1.2057463211225212,-0.08649936486885113,Windows 10,-0.8229898705304584,-0.0106294618224537,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,0.1846836246326558,-0.42344896001431154,SSD,No,Intel,UHD Graphics 620,-0.010686358095453818,-0.0106294618224537,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Aspire 3,0.40387314748575176,-0.8714580140345822,Windows 10,0.5373845272398917,-1.1909461644469574,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,0.1926337279295786,Core i3 7100U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 620,-0.13340218952297897,-1.1909461644469574,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Inspiron 3576,0.40387314748575176,-0.08649936486885113,Windows 10,0.1337569586706669,-0.5608967201252822,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,-0.5159292888970851,-0.42344896001431154,SSD,No,AMD,Radeon 520,-0.8230206319030369,-0.5608967201252822,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),0.40387314748575176,-0.8714580140345822,Windows 10,-0.1951247638672197,-1.1006576823268632,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.6015716176167848,Core i3 6006U,-0.8662357456619557,-0.42344896001431154,SSD,No,Intel,HD Graphics 520,-0.13340218952297897,-1.1006576823268632,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
VivoBook Max,0.40387314748575176,-0.8714580140345822,Windows 10,-0.0605822410108112,-0.859029288085833,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,0.3911850643161697,Core i5 7200U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,HD Graphics 620,-1.9592031271009178,-0.859029288085833,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
GS73VR 7RG,1.5935918851527375,1.483417933462611,Windows 10,0.5822320348586949,2.198975936971123,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.986839073475942,Core i7 7700HQ,-0.5159292888970851,4.502025561516328,SSD,HDD,Nvidia,GeForce GTX 1070,1.1628307388919263,2.198975936971123,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),0.40387314748575176,-0.8714580140345822,Linux,-0.0605822410108112,-1.1400562927065407,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.6015716176167848,Core i3 6006U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,HD Graphics 520,-0.13340218952297897,-1.1400562927065407,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Inspiron 5770,1.5935918851527375,1.483417933462611,Windows 10,1.135351295490595,0.3111258562782453,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,-0.5159292888970851,4.502025561516328,SSD,HDD,AMD,Radeon 530,0.2708862003860763,0.3111258562782453,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Vostro 5471,-0.7158621350243515,-0.08649936486885113,Windows 10,-0.5090573171988392,-0.3783498253661099,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-1.3957769631631485,Core i5 8250U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,UHD Graphics 620,-0.4753777646632748,-0.3783498253661099,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
IdeaPad 520S-14IKB,-0.7158621350243515,-0.08649936486885113,No OS,-0.5090573171988392,-0.8380002797956803,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,0.788287737089352,Core i3 7130U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,HD Graphics 620,-1.8201606708850733,-0.8380002797956803,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
